author,category,comment_count,country,date,img_title,title,url
chess24 staff,category,94,,"Jan 8, 2018 | 11:54 AM",,Jan's Opening Clinic 18,https://chess24.com/en/read/news/jan-s-opening-clinic-18
Colin McGourty,category,7,,"Jan 9, 2018 | 4:33 PM",,Harutyunian pips Abdusattorov to Al Ain gold,https://chess24.com/en/read/news/harutyunian-pips-abdusattorov-to-al-ain-gold
Colin McGourty,category,13,,"Jan 12, 2018 | 11:42 PM",,7 questions before the 80th Tata Steel Masters,https://chess24.com/en/read/news/7-questions-before-the-80th-tata-steel-masters
chess24 staff,category,11,,"Jan 12, 2018 | 9:02 AM",,Paul Keres VIII: Gulliver among the Lilliputians,https://chess24.com/en/read/news/paul-keres-viii-gulliver-among-the-lilliputians
Colin McGourty,category,7,,"Jan 14, 2018 | 8:03 AM",,"Tata Steel 2018, 1: Anand, Kramnik & Giri win",https://chess24.com/en/read/news/tata-steel-2018-1-anand-kramnik-giri-win
Colin McGourty,category,5,,"Jan 15, 2018 | 8:56 AM",,"Tata Steel 2018, 2: Giri beats Kramnik to grab lead",https://chess24.com/en/read/news/tata-steel-2018-2-giri-beats-kramnik-to-grab-lead
Colin McGourty,category,4,,"Jan 17, 2018 | 9:07 AM",,"Tata Steel 2018, 4: Giri ready for Carlsen surprise",https://chess24.com/en/read/news/tata-steel-2018-4-giri-ready-for-carlsen-surprise
Colin McGourty,category,10,,"Jan 18, 2018 | 12:52 PM",,"Tata Steel 2018, 5: Shak beats Fabi to join leaders",https://chess24.com/en/read/news/tata-steel-2018-5-shak-beats-fabi-to-join-leaders
Colin McGourty,category,12,,"Jan 16, 2018 | 9:22 AM",,"Tata Steel 2018, 3: Vishy wins a beauty",https://chess24.com/en/read/news/tata-steel-2018-3-vishy-wins-a-beauty
Colin McGourty,category,3,,"Jan 20, 2018 | 9:41 AM",,Tata Steel Chess 6: Coulda woulda shoulda,https://chess24.com/en/read/news/tata-steel-chess-6-coulda-woulda-shoulda
Colin McGourty,category,3,,"Jan 23, 2018 | 1:46 PM",,"Aronian, MVL & Nakamura star in Gibraltar",https://chess24.com/en/read/news/aronian-mvl-nakamura-star-in-gibraltar
Colin McGourty,category,28,,"Jan 21, 2018 | 9:33 AM",,"Tata Steel 2018, 7: Shak soars, Vlad catches Vishy",https://chess24.com/en/read/news/tata-steel-2018-7-shak-soars-kramnik-levels-anand-score
Colin McGourty,category,11,,"Jan 22, 2018 | 10:49 AM",,"Tata Steel 2018, 8: Carlsen blunders and wins",https://chess24.com/en/read/news/tata-steel-2018-8-carlsen-blunders-and-wins
Colin McGourty,category,6,,"Jan 24, 2018 | 9:17 AM",,"Tata Steel 2018, 9: No more Mr. Draw Guy!",https://chess24.com/en/read/news/tata-steel-2018-9-no-more-mr-draw-guy
Colin McGourty,category,0,,"Feb 15, 2020 | 12:25 PM",,"Prague Masters 2-3: Vidit leads, Firouzja's 1st win",https://chess24.com/en/read/news/prague-masters-2-3-vidit-leads-firouzja-s-1st-win
Colin McGourty,category,5,,"Jan 25, 2018 | 3:10 PM",,"Tata Steel 2018, 10: Magnus & Shak catch Giri",https://chess24.com/en/read/news/tata-steel-2018-10-magnus-shak-catch-giri
Colin McGourty,category,3,,"Feb 16, 2020 | 12:54 PM",,Cairns Cup 7-8: Carissa Yip beats World Champion,https://chess24.com/en/read/news/cairns-cup-7-8-carissa-yip-beats-world-champion
Colin McGourty,category,16,,"Feb 16, 2020 | 10:17 PM",,Kamsky vs. Henriquez – the Rematch,https://chess24.com/en/read/news/kamsky-vs-henriquez-the-rematch
Colin McGourty,category,4,,"Feb 17, 2020 | 3:35 PM",,Cairns Cup 9: Humpy Koneru takes title,https://chess24.com/en/read/news/cairns-cup-9-humpy-koneru-takes-title
Colin McGourty,category,0,,"Feb 18, 2020 | 9:31 AM",,Prague Masters 4-5: Vidit punishes Firouzja,https://chess24.com/en/read/news/prague-masters-4-5-vidit-punishes-firouzja
chess24 staff,category,1,,"Feb 18, 2020 | 5:17 PM",,The Week Ahead: 18-24 February 2020,https://chess24.com/en/read/news/the-week-ahead-18-24-february-2020
Colin McGourty,category,0,,"Feb 20, 2020 | 10:51 AM",,Prague Masters 6-7: Firouzja back in the hunt,https://chess24.com/en/read/news/prague-masters-6-7-firouzja-back-in-the-hunt
Colin McGourty,category,19,,"Feb 21, 2020 | 7:45 PM",,Prague Masters: Firouzja wins 1st supertournament,https://chess24.com/en/read/news/prague-masters-9-firouzja-wins-1st-supertournament
Pascal Charbonneau,category,5,,"Feb 20, 2020 | 4:17 PM",,Learn the chess basics from 15th World Champion Vishy Anand,https://chess24.com/en/read/news/learn-the-chess-basics-from-15th-world-champion-vishy-anand
Colin McGourty,category,0,,"Feb 21, 2020 | 9:05 AM",,Prague Masters 8: Chess is tough!,https://chess24.com/en/read/news/prague-masters-8-chess-is-tough
chess24 staff,category,4,,"Feb 23, 2020 | 8:38 PM",,chess24's 6th birthday: 18 hours of Banter Blitz,https://chess24.com/en/read/news/chess24-s-6th-birthday-18-hours-of-banter-blitz
chess24 staff,category,22,,"Feb 25, 2020 | 6:12 PM",,Regium chessboard: Buyer Beware!,https://chess24.com/en/read/news/regium-chessboard-buyer-beware
Colin McGourty,category,3,,"Jan 26, 2018 | 2:22 PM",,Gib Chess 1-3: Naka and Duda among perfect 7,https://chess24.com/en/read/news/gib-chess-1-3-naka-and-duda-among-perfect-7
Colin McGourty,category,3,,"Jan 27, 2018 | 9:57 AM",,"Tata Chess 2018, 11: Vishy joins the hunt",https://chess24.com/en/read/news/tata-chess-2018-11-vishy-joins-the-hunt
Colin McGourty,category,7,,"Jan 28, 2018 | 8:04 AM",,Tata Steel 2018 12: Carlsen & Giri lead title fight,https://chess24.com/en/read/news/tata-steel-2018-12-carlsen-giri-lead-before-finale
chess24 staff,category,1,,"Feb 26, 2020 | 9:30 AM",,The Week Ahead: 25 February – 2 March 2020,https://chess24.com/en/read/news/the-week-ahead-25-february-2-march-2020
Colin McGourty,category,179,,"Jan 29, 2018 | 2:19 PM",,Magnus wins 6th Wijk aan Zee title: 13 Conclusions,https://chess24.com/en/read/news/magnus-wins-6th-wijk-aan-zee-title-13-conclusions
Colin McGourty,category,20,,"Jan 30, 2018 | 5:04 PM",,Carlsen tops invite list for 2018 Grand Chess Tour,https://chess24.com/en/read/news/magnus-carlsen-tops-invite-list-for-2018-grand-chess-tour
Colin McGourty,category,1,,"Jan 31, 2018 | 1:08 PM",,Gib Chess 4-8: Nakamura hunted down,https://chess24.com/en/read/news/gib-chess-4-8-nakamura-hunted-down
Colin McGourty,category,13,,"Feb 2, 2018 | 12:19 PM",,Aronian and Cramling triumph in Gibraltar,https://chess24.com/en/read/news/aronian-and-cramling-triumph-in-gibraltar
Thomas Richter,category,6,,"Feb 7, 2018 | 3:49 PM",,Bundesliga: Solingen keeps track with Baden-Baden,https://chess24.com/en/read/news/bundesliga-solingen-keeps-track-with-baden-baden
Carlos Colodro,category,48,,"Feb 11, 2018 | 2:09 PM",,The Candidates: Wesley So,https://chess24.com/en/read/news/the-candidates-wesley-so
Carlos Colodro,category,44,,"Feb 9, 2018 | 3:59 PM",,The Candidates: Sergey Karjakin,https://chess24.com/en/read/news/the-candidates-sergey-karjakin
Carlos Colodro,category,21,,"Feb 13, 2018 | 6:22 PM",,The Candidates: Ding Liren,https://chess24.com/en/read/news/the-candidates-ding-liren
Carlos Colodro,category,25,,"Feb 16, 2018 | 7:48 PM",,The Candidates: Alexander Grischuk,https://chess24.com/en/read/news/the-candidates-alexander-grischuk
Carlos Colodro,category,28,,"Feb 15, 2018 | 11:09 AM",,The Candidates: Fabiano Caruana,https://chess24.com/en/read/news/the-candidates-fabiano-caruana
Carlos Colodro,category,53,,"Feb 20, 2018 | 7:02 PM",,The Candidates: Vladimir Kramnik,https://chess24.com/en/read/news/the-candidates-vladimir-kramnik
Carlos Colodro,category,33,,"Feb 18, 2018 | 9:14 PM",,The Candidates: Levon Aronian,https://chess24.com/en/read/news/the-candidates-levon-aronian
chess24 staff,category,19,,"Feb 23, 2018 | 8:28 PM",,14 hours of Banter Blitz as chess24 turns four,https://chess24.com/en/read/news/14-hours-of-banter-blitz-as-chess24-turns-four
Carlos Colodro,category,44,,"Feb 21, 2018 | 9:30 PM",,The Candidates: Shakhriyar Mamedyarov,https://chess24.com/en/read/news/the-candidates-shakhriyar-mamedyarov
Thomas Richter,category,3,,"Feb 26, 2018 | 7:54 PM",,Erwin l'Ami stars as Solingen shock Baden-Baden,https://chess24.com/en/read/news/erwin-l-ami-stars-as-solingen-shock-baden-baden
Colin McGourty,category,6,,"Feb 21, 2018 | 8:01 PM",,Carlsen returns for GRENKE Chess Classic,https://chess24.com/en/read/news/carlsen-returns-for-grenke-chess-classic
Colin McGourty,category,4,,"Feb 28, 2018 | 10:51 PM",,Kovalev is shock Aeroflot winner,https://chess24.com/en/read/news/kovalev-is-shock-aeroflot-winner
Colin McGourty,category,10,,"Mar 2, 2018 | 9:30 PM",,"Tal Memorial, Day 1: Mamedyarov snatches lead",https://chess24.com/en/read/news/tal-memorial-day-1-mamedyarov-snatches-lead
Colin McGourty,category,4,,"Mar 4, 2018 | 12:31 AM",,Tal Memorial Day 2: Anand catches Mamedyarov,https://chess24.com/en/read/news/tal-memorial-day-2-anand-catches-mamedyarov
Colin McGourty,category,9,,"Mar 5, 2018 | 12:14 AM",,"Tal Memorial, Day 3: Anand is rapid king, again!",https://chess24.com/en/read/news/tal-memorial-day-3-anand-is-rapid-king-again
Colin McGourty,category,123,,"Mar 9, 2018 | 9:01 AM",,Battle of the non-Candidates,https://chess24.com/en/read/news/battle-of-the-non-candidates
Colin McGourty,category,90,,"Mar 7, 2018 | 12:32 PM",,"Jan, Peter & Sopiko commentate Candidates",https://chess24.com/en/read/news/jan-peter-sopiko-commentate-candidates
Colin McGourty,category,9,,"Mar 6, 2018 | 8:25 AM",,"Tal Memorial, Day 4: Karjakin dominates blitz",https://chess24.com/en/read/news/tal-memorial-day-4-karjakin-dominates-blitz
Colin McGourty,category,16,,"Mar 11, 2018 | 11:52 AM",,Berlin Candidates 1: A stunning start,https://chess24.com/en/read/news/berlin-candidates-1-a-stunning-start
Colin McGourty,category,24,,"Mar 9, 2018 | 9:17 PM",,Tukmakov on his “internet romance” coaching So,https://chess24.com/en/read/news/tukmakov-on-his-internet-romance-coaching-so
Colin McGourty,category,25,,"Mar 13, 2018 | 11:41 AM",,Berlin Candidates 3: A Kramnik immortal,https://chess24.com/en/read/news/berlin-candidates-3-a-kramnik-immortal
Colin McGourty,category,46,,"Mar 12, 2018 | 10:21 AM",,Berlin Candidates 2: Grischuk heaps misery on So,https://chess24.com/en/read/news/berlin-candidates-2-grischuk-heaps-misery-on-so
Colin McGourty,category,12,,"Mar 15, 2018 | 11:16 AM",,Berlin Candidates 4: Caruana leads after thriller,https://chess24.com/en/read/news/berlin-candidates-4-caruana-leads-after-thriller
Colin McGourty,category,32,,"Mar 19, 2018 | 7:53 AM",,Berlin Candidates 7: Caruana beats Aronian to lead,https://chess24.com/en/read/news/berlin-candidates-7-caruana-beats-aronian-to-lead
Colin McGourty,category,10,,"Mar 16, 2018 | 10:11 AM",,Berlin Candidates 5: Aronian misses open goal,https://chess24.com/en/read/news/berlin-candidates-5-aronian-misses-open-goal
Colin McGourty,category,23,,"Mar 17, 2018 | 12:17 PM",,Berlin Candidates 6: Mamedyarov and So strike,https://chess24.com/en/read/news/berlin-candidates-6-mamedyarov-and-so-strike
Colin McGourty,category,22,,"Mar 20, 2018 | 10:05 AM",,Berlin Candidates 8: Kramnik vs. Kramnik,https://chess24.com/en/read/news/berlin-candidates-8-kramnik-vs-kramnik
Colin McGourty,category,0,,"Nov 4, 2019 | 11:59 AM",,Russian Double: 7 Conclusions from the Euro Teams,https://chess24.com/en/read/news/a-russian-double-7-euro-team-championship-conclusions
Colin McGourty,category,12,,"Nov 5, 2019 | 9:17 AM",,Hamburg GP starts as Candidates race heats up,https://chess24.com/en/read/news/hamburg-grand-prix-starts-as-candidates-race-heats-up
Colin McGourty,category,0,,"Nov 6, 2019 | 8:42 AM",,"Hamburg GP, 1.1: MVL, Svidler, Topalov & Duda win",https://chess24.com/en/read/news/hamburg-gp-r1-1-mvl-svidler-topalov-duda-win
chess24 staff,category,2,,"Feb 27, 2020 | 6:11 PM",,Jan's Opening Clinic 25: Parts 2-3,https://chess24.com/en/read/news/jan-s-opening-clinic-25-parts-2-3
Colin McGourty,category,2,,"Feb 28, 2020 | 8:47 AM",,"New ""Beast from Baku"" Suleymanli wins Aeroflot",https://chess24.com/en/read/news/new-beast-from-baku-aydin-suleymanli-wins-aeroflot
Colin McGourty,category,18,,"Mar 2, 2020 | 10:52 AM",,The 2020 Candidates: Kirill Alekseenko,https://chess24.com/en/read/news/the-2020-candidates-kirill-alekseenko
chess24 staff,category,5,,"Feb 28, 2020 | 1:04 PM",,Alireza Firouzja in Banter Blitz Cup action,https://chess24.com/en/read/news/alireza-firouzja-in-banter-blitz-cup-action
chess24 staff,category,8,,"Mar 2, 2020 | 11:00 PM",,The Best Time to Go Premium,https://chess24.com/en/read/news/chess24-candidates-specials
Colin McGourty,category,1,,"Mar 3, 2020 | 1:36 PM",,The Week Ahead: 3 – 9 March 2020,https://chess24.com/en/read/news/the-week-ahead-3-9-march-2020
Colin McGourty,category,5,,"Mar 4, 2020 | 1:06 PM",,The 2020 Candidates: Wang Hao,https://chess24.com/en/read/news/the-2020-candidates-wang-hao
Colin McGourty,category,1,,"Mar 5, 2020 | 12:02 PM",,Lausanne Grand Prix 1-3: Harika beats Ju Wenjun,https://chess24.com/en/read/news/lausanne-grand-prix-1-3-harika-beats-ju-wenjun
chess24 staff,category,1,,"Mar 5, 2020 | 6:25 PM",,Jan's Opening Clinic 25: Part 4,https://chess24.com/en/read/news/jan-s-opening-clinic-25-part-4
Colin McGourty,category,12,,"Mar 7, 2020 | 10:44 AM",,The 2020 Candidates: Anish Giri,https://chess24.com/en/read/news/the-2020-candidates-anish-giri
Colin McGourty,category,129,,"Mar 6, 2020 | 8:24 AM",,MVL to play the Candidates instead of Radjabov,https://chess24.com/en/read/news/mvl-to-play-the-candidates-instead-of-radjabov
Colin McGourty,category,11,,"Mar 8, 2020 | 11:37 PM",,The 2020 Candidates: Ian Nepomniachtchi,https://chess24.com/en/read/news/the-2020-candidates-ian-nepomniachtchi
chess24 staff,category,7,,"Mar 8, 2020 | 2:30 AM",,Happy International Women’s Day!,https://chess24.com/en/read/news/international-women-s-day-banter-blitz-cup
chess24 staff,category,37,,"Mar 9, 2020 | 6:00 PM",,Play FantasyChess and earn prizes during the Candidates!,https://chess24.com/en/read/news/fantasychess
chess24 staff,category,55,,"Mar 9, 2020 | 9:21 PM",,Kramnik & Short to commentate on the Candidates,https://chess24.com/en/read/news/kramnik-and-short-to-commentate-on-the-candidates
Colin McGourty,category,2,,"Mar 10, 2020 | 2:42 PM",,The Week Ahead: 10 – 16 March 2020,https://chess24.com/en/read/news/the-week-ahead-10-16-march-2020
Colin McGourty,category,7,,"Mar 11, 2020 | 3:06 PM",,The 2020 Candidates: Alexander Grischuk,https://chess24.com/en/read/news/the-2020-candidates-alexander-grischuk
Fuxia Scholz,category,17,,"Mar 14, 2020 | 5:20 AM",,Covid-19: Grenke Open cancelled,https://chess24.com/en/read/news/covid-19-grenke-open-cancelled
Colin McGourty,category,10,,"Mar 13, 2020 | 2:26 PM",,The 2020 Candidates: Ding Liren,https://chess24.com/en/read/news/the-2020-candidates-ding-liren
Colin McGourty,category,5,,"Mar 12, 2020 | 12:03 AM",,"Carlsen in 1/4-finals, tips Caruana for Candidates",https://chess24.com/en/read/news/carlsen-in-banter-blitz-qf-tips-caruana-for-candidates
Colin McGourty,category,24,,"Mar 14, 2020 | 3:52 PM",,The 2020 Candidates: Fabiano Caruana,https://chess24.com/en/read/news/the-2020-candidates-fabiano-caruana
Colin McGourty,category,38,,"Mar 16, 2020 | 10:19 PM",,Candidates Tournament opens as Kramnik says it should have been postponed,https://chess24.com/en/read/news/candidates-tournament-opens-as-kramnik-calls-playing-now-humanly-wrong
Colin McGourty,category,14,,"Mar 16, 2020 | 1:08 PM",,The 2020 Candidates: Maxime Vachier-Lagrave,https://chess24.com/en/read/news/the-2020-candidates-maxime-vachier-lagrave
Colin McGourty,category,15,,"Mar 17, 2020 | 6:08 PM",,"Candidates 2020, 1: The unbeatables beaten",https://chess24.com/en/read/news/candidates-2020-1-the-unbeatables-beaten
Colin McGourty,category,11,,"Mar 18, 2020 | 6:10 PM",,"Candidates 2020, 2: MVL inflicts 2nd loss on Ding",https://chess24.com/en/read/news/candidates-2020-2-mvl-inflicts-2nd-loss-on-ding-liren
Colin McGourty,category,23,,"Mar 19, 2020 | 5:02 PM",,"Candidates 2020, 3: Ding Liren beats Caruana",https://chess24.com/en/read/news/candidates-2020-3-ding-liren-beats-caruana
chess24 staff,category,1,,"Mar 21, 2020 | 9:48 AM",,Jan's Opening Clinic 25: Part 5,https://chess24.com/en/read/news/jan-s-opening-clinic-25-part-5
Colin McGourty,category,2,,"Mar 21, 2020 | 5:32 PM",,"Candidates 2020, 4: MVL misses his chance",https://chess24.com/en/read/news/candidates-2020-4-mvl-misses-his-chance
Colin McGourty,category,20,,"Mar 23, 2020 | 7:04 PM",,"Candidates 2020, 6: Nepo ends Ding’s hopes",https://chess24.com/en/read/news/candidates-2020-6-nepo-ends-ding-s-hopes
Colin McGourty,category,20,,"Mar 22, 2020 | 4:58 PM",,"Candidates 2020, 5: Nepo takes the lead",https://chess24.com/en/read/news/candidates-2020-5-nepo-takes-the-lead
chess24 staff,category,20,,"Mar 24, 2020 | 4:00 PM",,FantasyChess - Daily Updates,https://chess24.com/en/read/news/fantasychess-daily-updates
Colin McGourty,category,8,,"Mar 25, 2020 | 4:14 PM",,"Candidates 2020, 7: MVL makes his move",https://chess24.com/en/read/news/candidates-2020-7-mvl-makes-his-move
chess24 staff,category,2,,"Mar 25, 2020 | 9:10 PM",,Ultimate Chess Championship - English vs Spanish,https://chess24.com/en/read/news/ultimate-chess-championship-english-vs-spanish
Colin McGourty,category,80,,"Mar 26, 2020 | 8:35 AM",,FIDE Candidates Tournament stopped at halfway,https://chess24.com/en/read/news/fide-candidates-tournament-stopped-at-halfway
Colin McGourty,category,0,,"Mar 27, 2020 | 7:00 AM",,Norway Chess postponed until October,https://chess24.com/en/read/news/norway-chess-postponed-until-october
Colin McGourty,category,76,,"Mar 27, 2020 | 7:43 AM",,"Carlsen, Dvorkovich & Kramnik on ending the Candidates",https://chess24.com/en/read/news/carlsen-dvorkovich-kramnik-on-ending-the-candidates
Colin McGourty,category,0,,"Mar 28, 2020 | 12:51 PM",,Duda & Abdusattorov in Banter Blitz Cup action,https://chess24.com/en/read/news/duda-and-abdusattorov-in-banter-blitz-cup-action
Colin McGourty,category,18,,"Mar 29, 2020 | 11:05 AM",,Anish Giri: “The tournament ended surprisingly chaotically”,https://chess24.com/en/read/news/giri-the-tournament-ended-surprisingly-chaotically
chess24 staff,category,93,,"Mar 30, 2020 | 10:39 PM",,Arianne Caoili passes away at 33,https://chess24.com/en/read/news/arianne-caoili-passes-away-at-33
Colin McGourty,category,115,,"Mar 30, 2020 | 10:47 AM",,What to do now with Radjabov?,https://chess24.com/en/read/news/what-to-do-now-with-radjabov
Colin McGourty,category,1,,"Apr 1, 2020 | 8:02 AM",,Nepo at career best 4th as FIDE ratings freeze,https://chess24.com/en/read/news/nepo-at-career-best-4th-as-fide-ratings-freeze
Colin McGourty,category,4,,"Apr 1, 2020 | 11:29 PM",,Carlsen and Firouzja on collision course?,https://chess24.com/en/read/news/carlsen-and-firouzja-on-collision-course
chess24 staff,category,120,,"Apr 2, 2020 | 11:00 AM",,Magnus Carlsen launches online chess super-tournament,https://chess24.com/en/read/news/magnus-carlsen-launches-online-chess-super-tournament
Joachim Iglesias,category,9,,"Apr 5, 2020 | 10:18 AM",,The 16 best 16-year-olds of all time | Part 2,https://chess24.com/en/read/news/the-16-best-16-year-olds-of-all-time-part-2
Colin McGourty,category,5,,"Apr 7, 2020 | 9:30 AM",,"Carlsen, Sjugirov, Firouzja & Narayanan reach semis",https://chess24.com/en/read/news/carlsen-sjugirov-firouzja-narayanan-reach-semi-finals
chess24 staff,category,64,,"Apr 8, 2020 | 1:20 PM",,Jan's Opening Clinic 26: Ask your question!,https://chess24.com/en/read/news/jan-s-opening-clinic-26-ask-your-question
Joachim Iglesias,category,26,,"Apr 7, 2020 | 9:55 AM",,Match of the Century & Spassky's Immortal: 50 years on,https://chess24.com/en/read/news/match-of-the-century-spassky-s-immortal-50-years-on
Colin McGourty,category,8,,"Apr 9, 2020 | 7:46 AM",,Magnus Carlsen follows in Fischer’s footsteps,https://chess24.com/en/read/news/magnus-carlsen-follows-in-fischer-s-footsteps
Colin McGourty,category,14,,"Apr 11, 2020 | 8:53 AM",,It’s Carlsen - Firouzja in the Banter Blitz Cup final!,https://chess24.com/en/read/news/it-s-carlsen-firouzja-in-the-banter-blitz-cup-final
chess24 staff,category,88,,"Apr 11, 2020 | 5:00 PM",,Magnus Carlsen Invitational line-up revealed,https://chess24.com/en/read/news/magnus-carlsen-invitational-line-up-revealed
Colin McGourty,category,0,,"Apr 13, 2020 | 10:14 AM",,Antón and Artemiev into the semi-finals,https://chess24.com/en/read/news/anton-and-artemiev-into-semi-finals
Colin McGourty,category,6,,"Apr 14, 2020 | 11:57 AM",,Svidler and Duda through to the semi-finals,https://chess24.com/en/read/news/svidler-and-duda-through-to-the-semi-finals
Tarjei Svensen,category,19,,"Apr 15, 2020 | 8:10 AM",,"Magnus Carlsen on facing Alireza Firouzja in the final: ""By far my biggest challenge""",https://chess24.com/en/read/news/magnus-carlsen-vs-firouzja-preview
Colin McGourty,category,1,,"Apr 15, 2020 | 9:09 PM",,It's a Svidler-Duda final!,https://chess24.com/en/read/news/it-s-a-svidler-duda-final
Colin McGourty,category,32,,"Apr 16, 2020 | 1:09 PM",,Firouzja beats Carlsen to win the Banter Blitz Cup,https://chess24.com/en/read/news/firouzja-beats-carlsen-to-win-the-banter-blitz-cup
Colin McGourty,category,5,,"Apr 17, 2020 | 4:38 PM",,Svidler triumphs in the Pepe & Divis Invitational,https://chess24.com/en/read/news/svidler-triumphs-in-the-pepe-divis-invitational
Colin McGourty,category,1,,"Nov 6, 2019 | 10:49 AM",,Boris Becker plays Caruana at Superbet opening,https://chess24.com/en/read/news/boris-becker-plays-caruana-at-superbet-rapid-blitz
Colin McGourty,category,5,,"Nov 7, 2019 | 2:19 AM",,Superbet GCT Day 1: Anish Giri a.k.a. Mikhail Tal,https://chess24.com/en/read/news/superbet-gct-day-1-anish-giri-a-k-a-mikhail-tal
Colin McGourty,category,6,,"Nov 7, 2019 | 11:00 AM",,"Hamburg GP, 1.2: Nepo, Wei Yi, Hari & Naka out",https://chess24.com/en/read/news/hamburg-gp-1-2-nepo-wei-yi-hari-naka-out
Colin McGourty,category,6,,"Nov 8, 2019 | 12:22 AM",,Superbet GCT Day 2: Korobov takes over,https://chess24.com/en/read/news/superbet-gct-day-2-korobov-takes-over
Colin McGourty,category,4,,"Nov 9, 2019 | 1:14 AM",,Superbet GCT Day 3: Korobov is rapid king,https://chess24.com/en/read/news/superbet-gct-day-3-korobov-is-rapid-king
Colin McGourty,category,1,,"Nov 10, 2019 | 9:08 AM",,Superbet GCT Day 4: Le Quang Liem on a rampage,https://chess24.com/en/read/news/superbet-gct-day-4-le-quang-liem-on-a-rampage
Colin McGourty,category,1,,"Nov 10, 2019 | 12:34 PM",,"Hamburg GP, QF: MVL, Grischuk & Duda through",https://chess24.com/en/read/news/hamburg-gp-qf-mvl-grischuk-duda-through
Colin McGourty,category,0,,"Nov 8, 2019 | 12:18 PM",,"Hamburg GP, R1 Tiebreaks: Armageddon averted",https://chess24.com/en/read/news/hamburg-gp-r1-tiebreaks-armageddon-averted
Colin McGourty,category,8,,"Nov 11, 2019 | 12:18 PM",,9 Conclusions from the Superbet Rapid & Blitz,https://chess24.com/en/read/news/9-conclusions-from-the-superbet-rapid-blitz
chess24 staff,category,9,,"Nov 12, 2019 | 5:01 PM",,"Nakamura on a tough year, Fortnite, Choker & more",https://chess24.com/en/read/news/nakamura-on-a-tough-year-fortnite-choker-more
chess24 staff,category,20,,"Nov 14, 2019 | 9:50 AM",,Fight Like Magnus: The Sicilian | New course gets World Champion’s stamp of approval,https://chess24.com/en/read/news/fight-like-magnus-the-sicilian
Colin McGourty,category,2,,"Nov 14, 2019 | 1:01 AM",,Grischuk & Duda to meet in Hamburg GP final,https://chess24.com/en/read/news/grischuk-duda-to-meet-in-hamburg-grand-prix-final
Colin McGourty,category,1,,"Nov 16, 2019 | 12:05 AM",,Hamburg Grand Prix Final 1: Grischuk comes close,https://chess24.com/en/read/news/hamburg-grand-prix-final-1-grischuk-comes-close
Colin McGourty,category,3,,"Nov 17, 2019 | 11:50 AM",,Pepe Cuenca sets up Magnus Carlsen showdown,https://chess24.com/en/read/news/pepe-cuenca-sets-up-magnus-carlsen-showdown
Colin McGourty,category,5,,"Nov 18, 2019 | 9:45 AM",,"Grischuk wins Hamburg GP, on verge of Candidates",https://chess24.com/en/read/news/grischuk-wins-hamburg-gp-on-verge-of-candidates
Colin McGourty,category,1,,"Nov 16, 2019 | 9:31 PM",,Hamburg GP Final 2: Duda’s tightrope walk goes on,https://chess24.com/en/read/news/hamburg-gp-final-2-duda-s-tightrope-walk-goes-on
Joachim Iglesias,category,4,,"Nov 20, 2019 | 3:20 PM",,The ultimate blunder: unnecessary resignation,https://chess24.com/en/read/news/the-ultimate-blunder-unnecessary-resignation
Colin McGourty,category,4,,"Nov 21, 2019 | 7:19 PM",,Tata Steel Rapid & Blitz kicks off in Kolkata,https://chess24.com/en/read/news/tata-steel-rapid-blitz-kicks-off-in-kolkata
Colin McGourty,category,4,,"Nov 23, 2019 | 9:46 PM",,Tata Steel India Day 2: Magnus rapid no. 1 again,https://chess24.com/en/read/news/tata-steel-india-day-2-magnus-rapid-no-1-again
Colin McGourty,category,4,,"Nov 22, 2019 | 7:10 PM",,Tata Steel India Day 1: Magnus back on top ,https://chess24.com/en/read/news/tata-steel-india-day-1-magnus-back-on-top
Colin McGourty,category,5,,"Nov 25, 2019 | 10:55 PM",,Tata Steel India Day 4: A “solid” 5-point lead,https://chess24.com/en/read/news/tata-steel-india-day-4-a-solid-5-point-lead
Colin McGourty,category,1,,"Nov 24, 2019 | 10:56 PM",,Tata Steel India Day 3: The Carlsen exhibition,https://chess24.com/en/read/news/tata-steel-india-day-3-the-carlsen-exhibition
Colin McGourty,category,10,,"Nov 26, 2019 | 8:25 PM",,A new Carlsen record: Tata Steel Winners & Losers,https://chess24.com/en/read/news/a-new-carlsen-record-tata-steel-winners-losers
Colin McGourty,category,14,,"Nov 25, 2019 | 4:35 PM",,2019 Chess Calendar,https://chess24.com/en/read/news/2019-chess-calendar
chess24 staff,category,17,,"Nov 28, 2019 | 11:57 AM",,Black Friday Banterthon – 40% off Premium,https://chess24.com/en/read/news/black-friday-banterthon-40-off-premium
Colin McGourty,category,0,,"Dec 4, 2019 | 1:55 PM",,GCT Finals Day 2: Battle goes to rapid & blitz,https://chess24.com/en/read/news/gct-finals-day-2-battle-goes-to-rapid-blitz
Colin McGourty,category,5,,"Dec 2, 2019 | 8:01 AM",,"Carlsen, MVL, Aronian & Ding battle for GCT glory",https://chess24.com/en/read/news/carlsen-mvl-aronian-ding-battle-for-gct-glory
Colin McGourty,category,2,,"Dec 3, 2019 | 5:07 AM",,GCT Finals Day 1: Crazy complications,https://chess24.com/en/read/news/gct-finals-day-1-crazy-complications
